ID,age,gender,ses,poli,civicengage1,colleff1_1,colleff2_1,affectpol1,polar1,perpolarlay1,perpolarelite1,media1_tv1,media2_newspaper1,media3_sns1,media4_youtube1,media5_community1,media6_other1,media6_othertext1,civicengage2,colleff1_2,colleff2_2,voteintention2,media1_tv2,media2_newspaper2,media3_sns2,media4_youtube2,media5_community2,media6_other2,media6_othertext2,media1_tv_perc2,media2_newspaper_perc2,media3_sns_perc2,media4_youtube_perc2,media5_community_perc2,media6_other_perc2,media6_othertext_perc2,affectpol2,polar2,perpolarlay2,perpolarelite2,civicengage3,colleff1_3,colleff2_3,vote3,media1_tv3,media2_newspaper3,media3_sns3,media4_youtube3,media5_community3,media6_other3,media6_othertext3,media1_tv_perc3,media2_newspaper_perc3,media3_sns_perc3,media4_youtube_perc3,media5_community_perc3,media6_other_perc3,media6_othertext_perc3,affectpol3,polar3,perpolarlay3,perpolarelite3
399,41,1,3,5,70,4,4,0,0,4,9,1,2,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,3,3,1,1,NA,NA,NA,NA,6,가족이나 지인들과 대화를 통해,80,0,0,0,0,20,0,0,0,8,6
400,51,2,5,5,54,4,4,72,0,6,4,1,2,NA,NA,NA,NA,NA,55,4,4,1,1,2,NA,NA,NA,NA,NA,45,25,10,20,0,NA,NA,55,0,5,5,68,4,4,1,1,2,NA,NA,5,NA,NA,40,40,0,20,0,0,0,39,1,4,5
401,58,1,2,5,74,3,4,34,0,3,3,1,NA,NA,4,NA,NA,NA,87,5,3,1,NA,2,NA,NA,NA,NA,NA,20,30,10,10,30,NA,NA,0,0,3,6,69,4,4,1,1,NA,NA,4,NA,NA,NA,20,30,20,10,10,0,10,4,0,4,4
402,61,2,7,4,30,4,3,29,0,10,8,1,NA,NA,NA,NA,NA,NA,72,4,3,1,1,NA,NA,NA,NA,NA,NA,50,10,20,10,10,NA,NA,17,2,2,0,59,4,4,1,1,NA,NA,NA,NA,NA,NA,70,0,10,10,5,0,5,19,0,6,6
403,53,1,6,9,67,4,5,64,6,6,5,1,2,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,3,3,1,NA,NA,NA,4,NA,NA,NA,10,10,0,70,10,0,0,74,5,4,3
405,32,2,1,5,50,5,5,29,0,3,5,1,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,5,3,1,1,2,NA,NA,NA,NA,NA,70,30,0,0,0,0,0,100,5,6,8
406,29,1,5,7,62,2,3,26,3,1,1,1,2,3,4,NA,NA,NA,61,3,2,1,1,2,NA,4,NA,NA,NA,20,20,30,20,10,NA,NA,33,1,3,1,50,3,5,1,1,2,NA,NA,NA,NA,NA,10,20,0,20,40,0,10,52,1,2,1
407,64,2,3,2,0,4,4,58,2,7,7,NA,NA,NA,4,NA,NA,NA,5,4,4,1,NA,2,NA,4,NA,NA,NA,50,30,0,20,0,NA,NA,31,1,5,6,5,4,3,1,1,NA,NA,NA,NA,NA,NA,90,0,0,10,0,0,0,46,2,6,7
408,64,2,8,5,22,4,3,1,1,2,2,1,2,NA,NA,NA,NA,NA,29,4,2,3,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,NA,NA,0,0,2,5,11,2,2,2,1,2,NA,NA,NA,NA,NA,20,80,0,0,0,0,0,14,3,4,6
409,56,1,5,4,75,5,5,40,1,2,7,1,2,NA,4,NA,NA,NA,70,5,4,1,1,2,NA,4,NA,NA,NA,50,30,0,20,0,NA,NA,77,1,8,8,57,5,5,1,1,2,NA,4,5,NA,NA,60,20,0,10,10,0,0,62,2,3,0
410,54,2,4,0,50,4,3,90,5,8,4,1,2,NA,4,NA,NA,NA,16,4,3,1,1,NA,NA,4,NA,NA,NA,40,0,0,60,0,NA,NA,91,5,7,8,60,5,4,1,1,2,NA,4,NA,NA,NA,10,10,0,80,0,0,0,97,5,10,8
411,54,1,4,7,70,4,3,69,3,5,5,1,2,NA,4,NA,NA,NA,50,4,3,1,1,NA,3,4,NA,NA,NA,40,20,10,20,10,NA,NA,100,2,7,8,61,4,3,1,1,2,NA,4,NA,NA,NA,30,30,10,20,0,0,10,85,1,7,5
412,61,1,6,3,67,3,4,91,3,8,8,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,28,1,5,5,58,4,3,11,1,2,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,3,2,1,NA,NA,3,NA,NA,NA,NA,30,20,10,10,30,0,0,4,1,2,1
414,32,2,5,5,48,5,3,2,1,6,6,1,2,NA,NA,NA,NA,NA,44,5,4,1,NA,NA,3,NA,5,NA,NA,20,20,20,20,20,NA,NA,1,0,8,9,75,5,5,1,1,NA,3,NA,5,NA,NA,35,30,30,0,5,0,0,2,1,10,10
415,50,1,3,7,0,3,3,0,4,5,4,1,NA,NA,NA,NA,NA,NA,0,3,2,3,1,NA,NA,4,NA,NA,NA,80,2,0,3,15,NA,NA,50,4,6,4,10,4,4,2,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,40,5,1,1
416,50,1,2,3,67,4,4,44,5,2,2,1,2,NA,4,NA,NA,NA,64,5,4,1,1,NA,NA,4,NA,NA,NA,50,30,0,10,10,NA,NA,35,4,3,3,53,4,4,1,1,NA,NA,4,NA,NA,NA,60,0,0,40,0,0,0,30,4,0,3
417,54,2,5,5,0,4,3,0,0,10,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,44,2,6,5,50,3,3,0,0,1,1,1,2,3,NA,NA,NA,NA,64,3,3,3,NA,2,NA,NA,NA,NA,NA,20,20,30,10,20,NA,NA,6,1,0,0,55,3,3,3,1,NA,NA,NA,NA,NA,NA,50,10,10,10,10,0,10,15,0,0,1
419,29,1,2,7,3,4,4,30,3,9,9,1,NA,NA,NA,5,NA,NA,40,4,2,1,1,2,3,NA,5,NA,NA,5,5,5,5,80,NA,NA,36,4,6,9,38,2,4,1,1,NA,3,4,5,NA,NA,10,0,5,5,80,0,0,72,4,10,10
420,61,2,6,5,50,2,2,0,0,0,1,1,2,3,4,NA,NA,NA,50,3,3,1,1,2,3,4,NA,NA,NA,20,65,5,5,5,NA,NA,0,1,5,6,34,3,3,1,1,2,NA,NA,NA,NA,NA,20,50,20,5,5,0,0,1,1,5,5
421,61,1,3,4,40,3,3,21,2,1,2,1,NA,NA,NA,NA,6,네이버 검색창,22,2,3,1,1,2,NA,4,NA,NA,NA,60,20,0,20,0,NA,NA,82,1,0,5,70,4,4,1,1,NA,NA,4,NA,NA,NA,70,10,0,20,0,0,0,58,1,3,7
422,51,1,4,5,61,3,4,24,1,2,2,1,NA,NA,NA,NA,NA,NA,55,4,4,1,1,2,NA,NA,NA,NA,NA,60,40,0,0,0,NA,NA,0,1,5,6,50,4,3,1,NA,2,NA,NA,NA,NA,NA,30,50,0,20,0,0,0,14,0,4,4
423,60,2,5,5,41,4,3,7,5,0,0,NA,NA,NA,4,NA,NA,NA,58,4,4,1,NA,NA,3,NA,NA,NA,NA,10,0,20,60,10,NA,NA,1,0,5,0,0,3,3,1,NA,NA,NA,4,NA,NA,NA,5,0,20,70,0,0,5,58,1,0,0
424,32,1,6,4,50,4,4,34,1,6,6,1,NA,NA,NA,NA,NA,NA,61,5,4,1,1,2,NA,NA,5,NA,NA,70,20,0,10,0,NA,NA,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,65,1,5,6,59,4,4,53,2,3,5,1,2,NA,NA,NA,NA,NA,42,4,4,1,1,2,NA,NA,NA,NA,NA,30,35,5,25,5,NA,NA,53,1,2,5,53,4,4,1,1,2,NA,NA,5,NA,NA,20,25,20,25,10,0,0,37,2,5,3
426,63,1,2,5,68,4,5,77,2,8,6,1,2,NA,4,NA,NA,NA,33,5,5,1,1,2,NA,4,NA,NA,NA,40,10,0,50,0,NA,NA,37,0,5,4,61,5,5,1,1,NA,NA,4,NA,NA,NA,40,0,0,60,0,0,0,71,2,7,6
427,31,2,4,8,60,5,5,0,0,6,6,1,2,NA,4,5,NA,NA,53,5,5,1,1,NA,NA,4,5,NA,NA,20,0,0,50,30,NA,NA,0,6,6,6,50,5,5,1,1,NA,NA,4,5,NA,NA,10,0,0,50,40,0,0,80,2,7,8
428,63,2,6,4,63,4,4,13,2,2,4,1,2,3,NA,NA,NA,NA,55,4,4,1,1,2,NA,NA,NA,NA,NA,50,20,20,5,5,NA,NA,11,0,5,4,35,4,3,1,1,2,3,NA,NA,NA,NA,50,15,15,5,10,0,5,10,2,4,3
429,60,2,7,9,74,4,5,88,2,8,6,NA,NA,NA,4,NA,NA,NA,68,4,4,1,NA,NA,NA,4,NA,NA,NA,10,10,10,60,10,NA,NA,75,1,5,6,69,4,4,1,NA,NA,NA,4,NA,NA,NA,10,5,5,70,10,0,0,40,1,6,6
430,52,1,3,5,50,4,3,21,0,0,0,1,NA,NA,4,NA,NA,NA,32,4,3,1,1,NA,NA,4,NA,NA,NA,70,0,0,30,0,NA,NA,19,1,3,4,51,3,2,1,1,NA,NA,NA,5,NA,NA,60,0,0,15,15,0,10,19,2,1,0
431,68,2,5,2,74,5,5,51,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,4,4,1,1,NA,NA,4,NA,NA,NA,10,5,10,50,5,0,20,43,3,4,7
432,65,1,2,2,93,5,5,50,5,6,9,1,NA,NA,NA,NA,NA,NA,27,1,5,1,1,NA,NA,NA,NA,NA,NA,50,20,10,10,10,NA,NA,80,2,7,7,94,4,4,1,1,NA,NA,NA,NA,NA,NA,60,20,10,0,0,0,10,66,4,8,7
433,69,2,3,6,29,4,4,40,1,5,6,1,NA,NA,NA,NA,NA,NA,42,4,4,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,NA,NA,34,3,1,3,0,4,4,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,66,2,7,1
434,42,1,3,7,75,5,5,95,1,3,3,NA,NA,NA,4,NA,6,뉴스공장 매불쇼 강성범TV 토요토론 장윤선Tv등등,70,5,5,1,NA,NA,NA,4,NA,NA,NA,5,0,0,95,0,NA,NA,85,2,6,5,65,5,5,1,NA,NA,NA,NA,NA,6,뉴스공장 겸공뉴스 매불쇼 등등,5,0,0,80,0,15,0,95,3,4,4
435,65,1,5,5,50,4,4,10,0,2,6,1,NA,NA,4,NA,NA,NA,50,4,4,1,1,2,NA,4,NA,NA,NA,50,20,0,30,0,NA,NA,40,0,4,2,80,4,4,1,1,2,NA,4,NA,NA,NA,50,15,0,30,5,0,0,20,0,4,1
436,44,1,4,5,51,4,3,30,0,2,7,1,NA,NA,NA,NA,NA,NA,10,4,4,1,1,NA,NA,NA,NA,NA,NA,90,10,0,0,0,NA,NA,0,1,8,8,60,4,3,1,1,2,NA,NA,NA,NA,NA,80,15,0,5,0,0,0,10,0,7,5
437,61,1,4,5,0,4,1,0,0,0,0,NA,NA,NA,4,NA,NA,NA,0,5,4,1,1,NA,NA,4,NA,NA,NA,10,0,0,10,80,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,64,2,7,6,36,3,2,12,2,4,5,1,2,NA,NA,NA,NA,NA,54,4,2,1,1,2,NA,NA,NA,NA,NA,80,10,10,0,0,NA,NA,0,2,0,2,38,4,3,1,1,NA,NA,NA,NA,NA,NA,90,10,0,0,0,0,0,31,3,5,6
439,23,2,3,9,50,3,4,80,4,6,8,1,2,3,4,5,NA,NA,51,4,4,1,1,NA,3,4,5,NA,NA,20,0,20,50,10,NA,NA,100,4,9,9,50,3,3,1,1,2,3,4,5,NA,NA,40,10,10,30,10,0,0,89,5,9,8
440,67,2,4,5,50,1,2,0,5,5,5,1,2,3,4,5,NA,NA,6,2,3,3,1,2,NA,NA,NA,NA,NA,50,50,0,0,0,NA,NA,33,3,5,5,0,1,3,3,1,2,NA,4,NA,NA,NA,0,90,0,10,0,0,0,0,3,4,4
441,62,1,4,9,87,5,4,9,2,2,0,1,2,3,NA,5,NA,NA,86,5,4,1,1,NA,3,NA,5,NA,NA,5,30,45,15,5,NA,NA,5,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,52,1,4,4,53,4,4,41,1,5,4,1,NA,NA,NA,NA,NA,NA,54,4,4,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,NA,NA,10,0,0,0,58,3,4,1,1,NA,NA,4,NA,NA,NA,60,20,0,20,0,0,0,3,0,3,4
443,28,2,4,5,59,4,4,0,2,4,8,NA,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,46,1,4,4,55,4,4,27,3,6,3,1,2,NA,4,5,NA,NA,43,4,4,1,1,NA,NA,4,5,NA,NA,40,10,10,20,20,NA,NA,29,3,5,6,52,4,4,1,NA,NA,NA,4,5,NA,NA,20,0,10,30,40,0,0,38,3,2,2
445,53,2,5,5,61,4,4,10,0,1,2,1,NA,3,4,NA,NA,NA,40,4,3,1,1,NA,NA,4,NA,NA,NA,20,20,0,50,10,NA,NA,0,1,2,3,30,3,3,1,1,NA,NA,4,NA,NA,NA,30,20,0,50,0,0,0,0,0,2,3
446,63,1,4,5,39,4,4,0,2,6,0,1,NA,NA,4,NA,NA,NA,42,4,4,1,NA,NA,NA,4,NA,NA,NA,15,5,25,50,5,NA,NA,12,1,2,2,32,4,3,1,1,NA,NA,4,NA,NA,NA,10,0,5,80,5,0,0,18,0,0,4
447,65,2,5,4,38,5,4,17,1,7,8,1,NA,3,NA,NA,NA,NA,25,5,5,1,1,NA,NA,NA,NA,NA,NA,60,0,0,20,20,NA,NA,36,0,6,8,50,5,4,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,40,0,8,8
448,43,2,6,5,100,5,3,100,2,10,0,NA,2,NA,4,NA,NA,NA,50,5,3,1,NA,2,NA,4,NA,6,도서 해외 기사를 통한 국제 정세 파악국내 정치 반추,0,50,0,20,0,30,NA,0,2,6,1,50,5,3,3,NA,2,NA,4,NA,6,책,0,70,0,20,0,10,0,80,2,10,0
449,38,1,7,9,59,4,3,84,2,3,2,1,2,NA,4,NA,NA,NA,33,3,3,1,NA,2,NA,4,NA,NA,NA,15,35,15,30,5,NA,NA,72,2,5,2,49,4,3,1,1,2,3,4,5,NA,NA,10,10,30,40,10,0,0,72,2,3,0
450,65,1,3,4,73,5,5,48,2,0,2,1,NA,NA,4,5,NA,NA,50,5,5,1,1,NA,NA,4,5,NA,NA,50,0,10,30,10,NA,NA,100,1,0,1,4,5,5,1,1,NA,NA,4,NA,NA,NA,55,5,0,30,10,0,0,20,2,4,9
451,53,2,5,3,44,4,5,68,0,5,5,1,NA,NA,NA,NA,NA,NA,26,4,4,1,1,NA,NA,NA,NA,NA,NA,50,50,0,0,0,NA,NA,63,2,6,5,22,4,4,1,1,NA,NA,NA,NA,NA,NA,50,50,0,0,0,0,0,52,2,5,5
452,45,2,9,5,83,2,2,69,1,3,1,1,NA,NA,NA,NA,NA,NA,59,4,5,1,1,NA,NA,NA,NA,NA,NA,30,0,10,60,0,NA,NA,69,3,0,3,8,3,4,1,1,NA,NA,4,NA,NA,NA,30,0,0,70,0,0,0,52,0,0,0
453,64,2,2,4,1,4,3,60,1,5,6,1,2,NA,NA,NA,NA,NA,0,4,1,1,1,2,NA,NA,NA,NA,NA,50,50,0,0,0,NA,NA,50,1,5,4,0,4,2,1,1,2,NA,NA,NA,NA,NA,50,50,0,0,0,0,0,25,1,6,3
454,28,1,5,5,60,3,4,5,1,1,1,1,NA,3,NA,NA,NA,NA,60,3,4,3,NA,NA,3,NA,5,NA,NA,20,0,30,20,30,NA,NA,9,1,1,1,51,3,4,1,NA,NA,3,NA,5,NA,NA,30,0,30,20,20,0,0,4,0,1,1
455,42,1,4,4,28,4,5,29,3,7,8,1,2,NA,4,NA,NA,NA,27,4,4,1,NA,2,NA,NA,NA,NA,NA,70,30,0,0,0,NA,NA,35,1,7,7,54,4,4,1,1,NA,NA,4,NA,NA,NA,80,10,0,10,0,0,0,16,1,7,7
456,53,2,5,5,7,4,3,26,1,6,7,NA,2,NA,NA,NA,NA,NA,10,4,3,2,NA,2,NA,NA,NA,NA,NA,0,100,0,0,0,NA,NA,36,0,5,6,17,4,4,2,NA,2,NA,NA,NA,NA,NA,10,90,0,0,0,0,0,13,0,5,6
457,56,1,3,3,50,5,5,0,0,9,6,1,NA,NA,NA,NA,NA,NA,55,5,4,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,NA,NA,0,1,8,5,50,5,5,1,1,NA,NA,NA,NA,NA,NA,90,10,0,0,0,0,0,70,1,7,6
458,44,1,2,3,0,2,3,29,1,0,0,1,NA,NA,NA,NA,NA,NA,0,1,3,1,NA,2,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,21,2,10,10,3,2,3,1,NA,NA,NA,NA,5,NA,NA,0,0,0,0,100,0,0,17,0,8,7
459,38,1,5,5,36,3,2,20,1,2,2,1,2,3,NA,NA,NA,NA,50,3,3,3,1,NA,NA,NA,NA,NA,NA,10,20,20,30,20,NA,NA,1,0,0,1,50,3,2,1,1,NA,NA,NA,NA,NA,NA,50,40,0,0,10,0,0,29,0,1,1
460,53,1,6,1,69,5,5,82,3,8,7,1,2,NA,4,NA,NA,NA,69,5,5,1,1,2,NA,4,NA,NA,NA,10,20,0,70,0,NA,NA,80,5,5,4,71,5,5,1,1,NA,NA,4,NA,NA,NA,40,0,0,60,0,0,0,92,3,6,6
461,60,2,7,5,63,4,3,100,2,5,5,NA,NA,3,4,NA,NA,NA,38,3,2,1,NA,NA,NA,NA,5,NA,NA,0,10,30,10,50,NA,NA,93,3,1,5,50,3,2,1,NA,NA,3,NA,NA,NA,NA,0,0,50,30,20,0,0,32,1,1,0
462,37,1,3,6,13,4,3,34,3,8,7,1,2,NA,NA,NA,NA,NA,24,2,3,1,1,2,NA,NA,NA,NA,NA,40,40,0,10,10,NA,NA,39,3,6,8,27,3,3,1,1,2,NA,4,NA,NA,NA,40,30,10,10,10,0,0,47,4,9,8
463,24,1,6,5,80,4,3,42,0,1,1,NA,NA,3,NA,NA,NA,NA,90,4,4,1,NA,NA,NA,NA,5,NA,NA,30,10,10,10,40,NA,NA,40,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,27,2,5,5,73,4,4,21,0,2,1,1,NA,3,4,5,NA,NA,64,4,3,1,1,2,3,4,5,NA,NA,20,5,20,20,35,NA,NA,8,0,5,6,42,4,3,1,NA,NA,3,NA,NA,NA,NA,10,5,50,10,20,0,5,10,1,6,6
465,37,2,5,5,25,5,5,1,3,3,3,1,2,3,NA,5,NA,NA,43,5,2,1,1,NA,NA,NA,NA,NA,NA,10,90,0,0,0,NA,NA,19,3,2,1,71,4,4,1,1,NA,NA,NA,NA,NA,NA,50,50,0,0,0,0,0,25,0,0,1
466,43,1,6,8,27,4,2,80,3,8,9,1,NA,NA,NA,NA,NA,NA,78,4,2,1,NA,2,NA,NA,NA,NA,NA,30,20,10,20,20,NA,NA,95,4,0,1,9,3,3,1,NA,2,NA,NA,NA,NA,NA,50,50,0,0,0,0,0,56,0,1,0
467,31,1,4,4,18,4,3,19,1,5,5,1,2,NA,NA,NA,NA,NA,33,4,3,1,1,NA,NA,NA,NA,NA,NA,60,40,0,0,0,NA,NA,0,3,5,5,7,4,3,1,1,2,NA,NA,NA,NA,NA,40,55,5,0,0,0,0,16,1,6,7
469,67,2,6,4,69,4,3,5,2,2,2,1,NA,NA,NA,NA,NA,NA,74,3,2,1,1,NA,NA,NA,NA,NA,NA,90,10,0,0,0,NA,NA,17,3,3,7,63,3,3,1,1,NA,NA,NA,NA,NA,NA,80,0,5,10,5,0,0,29,3,3,0
470,40,1,5,0,50,4,2,63,7,0,2,1,NA,NA,NA,NA,NA,NA,70,4,3,1,1,NA,NA,NA,NA,NA,NA,40,10,10,30,10,NA,NA,61,1,1,0,50,4,2,1,1,NA,NA,NA,NA,NA,NA,50,0,0,30,20,0,0,0,5,0,0
471,43,2,4,6,19,3,3,0,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,4,2,2,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,19,3,1,2
472,48,1,5,5,53,3,3,2,1,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,3,3,1,1,NA,NA,NA,NA,NA,NA,90,0,0,0,0,0,10,12,0,0,1
473,55,2,5,5,50,5,4,15,1,3,1,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,4,3,1,1,2,3,4,5,NA,NA,20,20,20,20,20,0,0,53,2,3,0
474,36,1,7,5,16,3,3,19,2,4,3,1,2,NA,NA,NA,NA,NA,17,3,2,3,1,NA,NA,NA,5,NA,NA,80,0,0,0,20,NA,NA,2,1,6,7,21,2,2,2,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,3,1,3,5
475,61,2,3,5,34,3,3,7,0,0,0,1,NA,NA,4,NA,NA,NA,47,3,3,2,1,NA,NA,NA,NA,NA,NA,60,10,0,30,0,NA,NA,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,67,2,2,7,20,4,3,60,3,5,6,1,NA,NA,NA,NA,NA,NA,0,4,3,1,1,NA,NA,NA,NA,NA,NA,90,0,0,10,0,NA,NA,40,2,4,6,0,4,2,1,1,NA,NA,NA,NA,NA,NA,90,0,0,10,0,0,0,50,0,4,4
477,28,1,5,7,33,4,5,56,0,3,7,NA,2,NA,NA,NA,NA,NA,24,4,5,1,NA,NA,3,4,NA,NA,NA,30,0,20,50,0,NA,NA,88,1,1,6,0,4,5,1,1,NA,3,NA,NA,NA,NA,70,0,30,0,0,0,0,71,3,7,7
478,62,2,6,4,27,4,4,76,1,5,7,1,NA,NA,4,NA,NA,NA,16,4,4,1,1,NA,NA,4,NA,NA,NA,30,30,0,40,0,NA,NA,45,0,1,5,50,5,4,1,1,NA,NA,4,NA,NA,NA,50,0,0,50,0,0,0,31,1,5,5
479,39,1,5,4,76,4,4,9,1,0,0,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,64,1,7,5,100,4,4,98,1,0,2,1,NA,NA,NA,NA,NA,NA,55,4,3,1,1,2,NA,4,NA,NA,NA,40,10,10,10,30,NA,NA,52,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,37,2,5,1,50,4,2,0,5,0,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,3,3,1,NA,2,NA,NA,NA,NA,NA,20,20,20,20,20,0,0,31,0,1,1
482,38,1,7,7,59,4,3,37,3,5,6,1,NA,3,NA,NA,NA,NA,42,4,4,1,NA,NA,3,NA,5,NA,NA,20,0,80,0,0,NA,NA,36,3,6,6,65,4,4,1,NA,NA,3,4,5,NA,NA,20,0,40,20,20,0,0,38,3,7,6
483,68,1,7,1,13,4,5,86,2,10,9,1,2,3,NA,NA,NA,NA,8,4,5,1,1,NA,NA,NA,5,NA,NA,60,0,0,0,40,NA,NA,76,2,8,9,0,4,4,1,1,2,3,NA,NA,NA,NA,70,10,20,0,0,0,0,70,1,8,8
484,29,1,5,8,50,4,3,1,1,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,50,1,3,2,50,5,2,55,2,2,2,1,NA,NA,NA,NA,NA,NA,0,2,2,2,NA,NA,NA,4,NA,NA,NA,10,0,0,90,0,NA,NA,0,5,10,0,0,3,3,2,NA,NA,NA,4,NA,NA,NA,0,0,0,100,0,0,0,19,3,10,8
486,30,2,4,5,50,4,3,0,0,7,4,1,NA,3,4,NA,NA,NA,50,3,3,1,1,NA,3,NA,5,NA,NA,50,0,40,0,10,NA,NA,0,1,0,0,50,3,3,1,NA,NA,3,NA,NA,NA,NA,0,0,100,0,0,0,0,0,1,2,2
487,55,2,7,5,41,4,4,29,1,6,5,1,2,NA,NA,NA,NA,NA,16,4,4,1,1,NA,NA,NA,NA,NA,NA,35,5,10,30,10,NA,10,23,1,6,6,25,4,3,1,1,2,NA,NA,NA,NA,NA,30,70,0,0,0,0,0,39,1,6,8
488,48,1,4,5,43,4,3,0,0,1,2,1,NA,NA,NA,NA,NA,NA,43,3,3,1,1,2,NA,NA,NA,NA,NA,70,30,0,0,0,NA,NA,2,1,1,2,25,4,3,1,1,2,NA,NA,NA,NA,NA,50,50,0,0,0,0,0,3,1,4,4
489,25,1,5,2,0,5,5,68,4,10,2,NA,NA,3,NA,NA,NA,NA,39,3,3,1,NA,NA,3,NA,NA,NA,NA,10,0,80,10,0,NA,NA,7,1,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,29,1,4,6,3,4,2,0,2,8,2,NA,NA,NA,NA,5,NA,NA,0,3,2,1,NA,NA,NA,NA,NA,6,없음,0,0,0,0,0,100,NA,8,3,1,1,0,4,2,1,NA,2,NA,NA,NA,NA,NA,0,100,0,0,0,0,0,22,3,1,1
491,20,1,1,5,0,1,1,0,3,7,7,1,2,NA,4,5,NA,NA,0,2,1,2,NA,2,NA,NA,5,NA,NA,0,10,0,0,90,NA,NA,30,0,7,7,0,1,1,2,NA,2,NA,4,5,NA,NA,5,0,0,5,90,0,0,0,1,7,7
